DATE,age,bmr,body_fat,gender,goal_body_weight,goal_body_weight_intent,height,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_total_calories,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_clinical_deep,n_count,n_deep,n_duration,n_light,n_quality,n_rem,o_count,o_mood,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_clinical_deep,s_count,s_deep,s_duration,s_light,s_quality,s_rem,weight
20140529,30.232876712328768,1679.0682698630137,,0,70.0,2,1.79,,,,,,,,1679.0682698630137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140530,30.235616438356164,1679.0497630136988,,0,70.0,2,1.79,,,,,,,,1679.0497630136988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140531,30.23835616438356,1679.0312561643836,,0,70.0,2,1.79,,,,,,,,1679.0312561643836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140601,30.24109589041096,1679.0127493150685,,0,70.0,2,1.79,,,,,,,,1679.0127493150685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140602,30.243835616438357,1678.9942424657536,,0,70.0,2,1.79,,,,,,,,1678.9942424657536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140603,30.246575342465754,1678.9757356164384,,0,70.0,2,1.79,,,,,,,,1678.9757356164384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140604,30.24931506849315,1678.9572287671233,,0,70.0,2,1.79,,,,,,,,1678.9572287671233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140605,30.252054794520546,1678.9387219178084,,0,70.0,2,1.79,,,,,,,,1678.9387219178084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140606,30.254794520547946,1678.9202150684932,,0,70.0,2,1.79,,,,,,,,1678.9202150684932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140607,30.257534246575343,1678.901708219178,,0,70.0,2,1.79,,,,,,,,1678.901708219178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140608,30.26027397260274,1678.8832013698632,,0,70.0,2,1.79,,,,,,,,1678.8832013698632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140609,30.263013698630136,1678.864694520548,,0,70.0,2,1.79,,,,,,,,1678.864694520548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140610,30.265753424657536,1678.8461876712329,,0,70.0,2,1.79,,,,,,,,1678.8461876712329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140611,30.268493150684932,1678.827680821918,,0,70.0,2,1.79,,,,,,,,1678.827680821918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140612,30.27123287671233,1678.8091739726028,,0,70.0,2,1.79,,,,,,,,1678.8091739726028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140613,30.273972602739725,1678.7906671232877,,0,70.0,2,1.79,,,,,,,,1678.7906671232877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140614,30.276712328767122,1678.7721602739728,,0,70.0,2,1.79,,,,,,,,1678.7721602739728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140615,30.279452054794522,1678.7536534246576,,0,70.0,2,1.79,,,,,,,,1678.7536534246576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140616,30.28219178082192,1678.7351465753425,,0,70.0,2,1.79,,,,,,,,1678.7351465753425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140617,30.284931506849315,1678.7166397260276,,0,70.0,2,1.79,,,,,,,,1678.7166397260276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140618,30.28767123287671,1678.6981328767124,,0,70.0,2,1.79,,,,,,,,1678.6981328767124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140619,30.29041095890411,1678.6796260273973,,0,70.0,2,1.79,,,,,,,,1678.6796260273973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140620,30.293150684931508,1678.6611191780823,,0,70.0,2,1.79,,,,,,,,1678.6611191780823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140621,30.295890410958904,1678.6426123287672,,0,70.0,2,1.79,,,,,,,,1678.6426123287672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140622,30.2986301369863,1678.624105479452,,0,70.0,2,1.79,,,,,,,,1678.624105479452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140623,30.301369863013697,1678.6055986301371,,0,70.0,2,1.79,,,,,,,,1678.6055986301371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140624,30.304109589041097,1678.587091780822,,0,70.0,2,1.79,,,,,,,,1678.587091780822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140625,30.306849315068494,1678.5685849315068,,0,70.0,2,1.79,,,,,,,,1678.5685849315068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140626,30.30958904109589,1678.550078082192,,0,70.0,2,1.79,,,,,,,,1678.550078082192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140627,30.312328767123287,1678.5315712328768,,0,70.0,2,1.79,,,,,,,,1678.5315712328768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140628,30.315068493150687,1678.5130643835616,,0,70.0,2,1.79,,,,,,,,1678.5130643835616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140629,30.317808219178083,1678.4945575342467,,0,70.0,2,1.79,,,,,,,,1678.4945575342467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140630,30.32054794520548,1678.4760506849316,,0,70.0,2,1.79,,,,,,,,1678.4760506849316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140701,30.323287671232876,1678.4575438356164,,0,70.0,2,1.79,,,,,,,,1678.4575438356164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140702,30.326027397260273,1678.4390369863015,,0,70.0,2,1.79,,,,,,,,1678.4390369863015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140703,30.328767123287673,1678.4205301369864,,0,70.0,2,1.79,,,,,,,,1678.4205301369864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140704,30.33150684931507,1678.4020232876712,,0,70.0,2,1.79,,,,,,,,1678.4020232876712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140705,30.334246575342465,1678.3835164383563,,0,70.0,2,1.79,,,,,,,,1678.3835164383563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140706,30.336986301369862,1678.3650095890412,,0,70.0,2,1.79,,,,,,,,1678.3650095890412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140707,30.339726027397262,1678.346502739726,,0,70.0,2,1.79,,,,,,,,1678.346502739726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140708,30.34246575342466,1678.327995890411,,0,70.0,2,1.79,,,,,,,,1678.327995890411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140709,30.345205479452055,1678.309489041096,,0,70.0,2,1.79,,,,,,,,1678.309489041096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140710,30.34794520547945,1678.2909821917808,,0,70.0,2,1.79,,,,,,,,1678.2909821917808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140711,30.350684931506848,1678.272475342466,,0,70.0,2,1.79,,,,,,,,1678.272475342466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140712,30.353424657534248,1678.2539684931508,,0,70.0,2,1.79,,,,,,,,1678.2539684931508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140713,30.356164383561644,1678.2354616438356,,0,70.0,2,1.79,,,,,,,,1678.2354616438356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140714,30.35890410958904,1678.2169547945207,,0,70.0,2,1.79,,,,,,,,1678.2169547945207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140715,30.361643835616437,1678.1984479452055,,0,70.0,2,1.79,,,,,,,,1678.1984479452055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140716,30.364383561643834,1678.1799410958904,,0,70.0,2,1.79,,,,,,,,1678.1799410958904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140717,30.367123287671234,1678.1614342465755,,0,70.0,2,1.79,,,,,,,,1678.1614342465755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140718,30.36986301369863,1678.1429273972603,,0,70.0,2,1.79,,,,,,,,1678.1429273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140719,30.372602739726027,1678.1244205479452,,0,70.0,2,1.79,,,,,,,,1678.1244205479452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140720,30.375342465753423,1678.1059136986303,,0,70.0,2,1.79,,,,,,,,1678.1059136986303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140721,30.378082191780823,1678.0874068493151,,0,70.0,2,1.79,,,,,,,,1678.0874068493151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140722,30.38082191780822,1678.0689000000002,,0,70.0,2,1.79,,,,,,,,1678.0689000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140723,30.383561643835616,1678.050393150685,,0,70.0,2,1.79,,,,,,,,1678.050393150685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140724,30.386301369863013,1678.03188630137,,0,70.0,2,1.79,,,,,,,,1678.03188630137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140725,30.389041095890413,1678.0133794520548,,0,70.0,2,1.79,,,,,,,,1678.0133794520548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140726,30.39178082191781,1677.9948726027399,,0,70.0,2,1.79,,,,,,,,1677.9948726027399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140727,30.394520547945206,1677.9763657534247,,0,70.0,2,1.79,,,,,,,,1677.9763657534247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140728,30.397260273972602,1677.9578589041096,,0,70.0,2,1.79,,,,,,,,1677.9578589041096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140729,30.4,1677.9393520547947,,0,70.0,2,1.79,,,,,,,,1677.9393520547947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140730,30.4027397260274,1677.9208452054795,,0,70.0,2,1.79,,,,,,,,1677.9208452054795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140731,30.405479452054795,1677.9023383561644,,0,70.0,2,1.79,,,,,,,,1677.9023383561644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140801,30.40821917808219,1677.8838315068494,,0,70.0,2,1.79,,,,,,,,1677.8838315068494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140802,30.410958904109588,1677.8653246575343,,0,70.0,2,1.79,,,,,,,,1677.8653246575343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140803,30.413698630136984,1677.8468178082194,,0,70.0,2,1.79,,,,,,,,1677.8468178082194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140804,30.416438356164385,1677.8283109589042,,0,70.0,2,1.79,,,,,,,,1677.8283109589042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140805,30.41917808219178,1677.809804109589,,0,70.0,2,1.79,,,,,,,,1677.809804109589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140806,30.421917808219177,1677.791297260274,,0,70.0,2,1.79,,,,,,,,1677.791297260274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140807,30.424657534246574,1677.772790410959,,0,70.0,2,1.79,,,,,,,,1677.772790410959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140808,30.427397260273974,1677.754283561644,,0,70.0,2,1.79,,,,,,,,1677.754283561644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140809,30.43013698630137,1677.735776712329,,0,70.0,2,1.79,,,,,,,,1677.735776712329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140810,30.432876712328767,1677.7172698630138,,0,70.0,2,1.79,,,,,,,,1677.7172698630138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140811,30.435616438356163,1677.6987630136987,,0,70.0,2,1.79,,,,,,,,1677.6987630136987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140812,30.438356164383563,1677.6802561643835,,0,70.0,2,1.79,,,,,,,,1677.6802561643835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140813,30.44109589041096,1677.6617493150686,,0,70.0,2,1.79,,,,,,,,1677.6617493150686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140814,30.443835616438356,1677.6432424657535,,0,70.0,2,1.79,,,,,,,,1677.6432424657535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140815,30.446575342465753,1677.6247356164383,,0,70.0,2,1.79,,,,,,,,1677.6247356164383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140816,30.44931506849315,1677.6062287671234,,0,70.0,2,1.79,,,,,,,,1677.6062287671234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140817,30.45205479452055,1677.5877219178083,,0,70.0,2,1.79,,,,,,,,1677.5877219178083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140818,30.454794520547946,1677.5692150684931,,0,70.0,2,1.79,,,,,,,,1677.5692150684931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140819,30.457534246575342,1677.5507082191782,,0,70.0,2,1.79,,,,,,,,1677.5507082191782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140820,30.46027397260274,1677.532201369863,,0,70.0,2,1.79,,,,,,,,1677.532201369863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140821,30.463013698630135,1677.5136945205481,,0,70.0,2,1.79,,,,,,,,1677.5136945205481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140822,30.465753424657535,1677.495187671233,,0,70.0,2,1.79,,,,,,,,1677.495187671233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140823,30.46849315068493,1677.4766808219179,,0,70.0,2,1.79,,,,,,,,1677.4766808219179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140824,30.471232876712328,1677.4581739726027,,0,70.0,2,1.79,,,,,,,,1677.4581739726027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140825,30.473972602739725,1677.4396671232878,,0,70.0,2,1.79,,,,,,,,1677.4396671232878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140826,30.476712328767125,1677.4211602739726,,0,70.0,2,1.79,,,,,,,,1677.4211602739726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140827,30.47945205479452,1677.4026534246577,,0,70.0,2,1.79,,,,,,,,1677.4026534246577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140828,30.482191780821918,1677.3841465753426,,0,70.0,2,1.79,,,,,,,,1677.3841465753426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140829,30.484931506849314,1677.3656397260274,,0,70.0,2,1.79,,,,,,,,1677.3656397260274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140830,30.487671232876714,1677.3471328767123,,0,70.0,2,1.79,,,,,,,,1677.3471328767123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140831,30.49041095890411,1677.3286260273974,,0,70.0,2,1.79,,,,,,,,1677.3286260273974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140901,30.493150684931507,1677.3101191780822,,0,70.0,2,1.79,,,,,,,,1677.3101191780822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140902,30.495890410958904,1677.2916123287673,,0,70.0,2,1.79,,,,,,,,1677.2916123287673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140903,30.4986301369863,1677.2731054794522,,0,70.0,2,1.79,,,,,,,,1677.2731054794522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140904,30.5013698630137,1677.254598630137,,0,70.0,2,1.79,,,,,,,,1677.254598630137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140905,30.504109589041096,1677.2360917808219,,0,70.0,2,1.79,,,,,,,,1677.2360917808219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140906,30.506849315068493,1677.217584931507,,0,70.0,2,1.79,,,,,,,,1677.217584931507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140907,30.50958904109589,1677.1990780821918,,0,70.0,2,1.79,,,,,,,,1677.1990780821918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140908,30.512328767123286,1677.180571232877,,0,70.0,2,1.79,,,,,,,,1677.180571232877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140909,30.515068493150686,1677.1620643835618,,0,70.0,2,1.79,,,,,,,,1677.1620643835618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140910,30.517808219178082,1677.1435575342466,,0,70.0,2,1.79,,,,,,,,1677.1435575342466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140911,30.52054794520548,1677.1250506849315,,0,70.0,2,1.79,,,,,,,,1677.1250506849315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140912,30.523287671232875,1677.1065438356165,,0,70.0,2,1.79,,,,,,,,1677.1065438356165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140913,30.526027397260275,1677.0880369863014,,0,70.0,2,1.79,,,,,,,,1677.0880369863014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140914,30.528767123287672,1677.0695301369865,,0,70.0,2,1.79,,,,,,,,1677.0695301369865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140915,30.53150684931507,1677.0510232876713,,0,70.0,2,1.79,,,,,,,,1677.0510232876713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140916,30.534246575342465,1677.0325164383562,,0,70.0,2,1.79,,,,,,,,1677.0325164383562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140917,30.536986301369865,1677.014009589041,,0,70.0,2,1.79,,,,,,,,1677.014009589041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140918,30.53972602739726,1676.9955027397261,,0,70.0,2,1.79,,,,,,,,1676.9955027397261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140919,30.542465753424658,1676.976995890411,,0,70.0,2,1.79,,,,,,,,1676.976995890411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140920,30.545205479452054,1676.958489041096,,0,70.0,2,1.79,,,,,,,,1676.958489041096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140921,30.54794520547945,1676.939982191781,,0,70.0,2,1.79,,,,,,,,1676.939982191781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140922,30.55068493150685,1676.9214753424658,,0,70.0,2,1.79,,,,,,,,1676.9214753424658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140923,30.553424657534247,1676.9029684931509,,0,70.0,2,1.79,,,,,,,,1676.9029684931509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140924,30.556164383561644,1676.8844616438357,,0,70.0,2,1.79,,,,,,,,1676.8844616438357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140925,30.55890410958904,1676.8659547945206,,0,70.0,2,1.79,,,,,,,,1676.8659547945206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140926,30.561643835616437,1676.8474479452057,,0,70.0,2,1.79,,,,,,,,1676.8474479452057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140927,30.564383561643837,1676.8289410958905,,0,70.0,2,1.79,,,,,,,,1676.8289410958905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140928,30.567123287671233,1676.8104342465754,,0,70.0,2,1.79,,,,,,,,1676.8104342465754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140929,30.56986301369863,1676.7919273972602,,0,70.0,2,1.79,,,,,,,,1676.7919273972602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20140930,30.572602739726026,1676.7734205479453,,0,70.0,2,1.79,,,,,,,,1676.7734205479453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141001,30.575342465753426,1676.7549136986302,,0,70.0,2,1.79,,,,,,,,1676.7549136986302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141002,30.578082191780823,1676.7364068493152,,0,70.0,2,1.79,,,,,,,,1676.7364068493152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141003,30.58082191780822,1676.7179,,0,70.0,2,1.79,,,,,,,,1676.7179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141004,30.583561643835615,1676.699393150685,,0,70.0,2,1.79,,,,,,,,1676.699393150685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141005,30.586301369863016,1676.68088630137,,0,70.0,2,1.79,,,,,,,,1676.68088630137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141006,30.589041095890412,1676.662379452055,,0,70.0,2,1.79,,,,,,,,1676.662379452055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141007,30.59178082191781,1676.6438726027397,,0,70.0,2,1.79,,,,,,,,1676.6438726027397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141008,30.594520547945205,1676.6253657534248,,0,70.0,2,1.79,,,,,,,,1676.6253657534248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141009,30.5972602739726,1676.6068589041097,,0,70.0,2,1.79,,,,,,,,1676.6068589041097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141010,30.6,1676.5883520547945,,0,70.0,2,1.79,,,,,,,,1676.5883520547945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141011,30.602739726027398,1676.5698452054796,,0,70.0,2,1.79,,,,,,,,1676.5698452054796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141012,30.605479452054794,1676.5513383561645,,0,70.0,2,1.79,,,,,,,,1676.5513383561645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141013,30.60821917808219,1676.5328315068493,,0,70.0,2,1.79,,,,,,,,1676.5328315068493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141014,30.610958904109587,1676.5143246575344,,0,70.0,2,1.79,,,,,,,,1676.5143246575344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141015,30.613698630136987,1676.4958178082193,,0,70.0,2,1.79,,,,,,,,1676.4958178082193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141016,30.616438356164384,1676.4773109589041,,0,70.0,2,1.79,,,,,,,,1676.4773109589041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141017,30.61917808219178,1676.4588041095892,,0,70.0,2,1.79,,,,,,,,1676.4588041095892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141018,30.621917808219177,1676.440297260274,,0,70.0,2,1.79,,,,,,,,1676.440297260274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141019,30.624657534246577,1676.421790410959,,0,70.0,2,1.79,,,,,,,,1676.421790410959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141020,30.627397260273973,1676.403283561644,,0,70.0,2,1.79,,,,,,,,1676.403283561644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141021,30.63013698630137,1676.3847767123289,,0,70.0,2,1.79,,,,,,,,1676.3847767123289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141022,30.632876712328766,1676.3662698630137,,0,70.0,2,1.79,,,,,,,,1676.3662698630137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141023,30.635616438356166,1676.3477630136988,,0,70.0,2,1.79,,,,,,,,1676.3477630136988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141024,30.638356164383563,1676.3292561643837,,0,70.0,2,1.79,,,,,,,,1676.3292561643837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141025,30.64109589041096,1676.3107493150685,,0,70.0,2,1.79,,,,,,,,1676.3107493150685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141026,30.643835616438356,1676.2922424657536,,0,70.0,2,1.79,,,,,,,,1676.2922424657536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141027,30.646575342465752,1676.2737356164384,,0,70.0,2,1.79,,,,,,,,1676.2737356164384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141028,30.649315068493152,1676.2552287671233,,0,70.0,2,1.79,,,,,,,,1676.2552287671233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141029,30.65205479452055,1676.2367219178084,,0,70.0,2,1.79,,,,,,,,1676.2367219178084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141030,30.654794520547945,1676.2182150684932,,0,70.0,2,1.79,,,,,,,,1676.2182150684932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141031,30.65753424657534,1676.199708219178,,0,70.0,2,1.79,,,,,,,,1676.199708219178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141101,30.660273972602738,1676.1812013698632,,0,70.0,2,1.79,,,,,,,,1676.1812013698632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141102,30.663013698630138,1676.162694520548,,0,70.0,2,1.79,,,,,,,,1676.162694520548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141103,30.665753424657535,1676.1441876712329,,0,70.0,2,1.79,,,,,,,,1676.1441876712329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141104,30.66849315068493,1676.125680821918,,0,70.0,2,1.79,,,,,,,,1676.125680821918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141105,30.671232876712327,1676.1071739726028,,0,70.0,2,1.79,,,,,,,,1676.1071739726028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141106,30.673972602739727,1676.0886671232877,,0,70.0,2,1.79,,,,,,,,1676.0886671232877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141107,30.676712328767124,1676.0701602739728,,0,70.0,2,1.79,,,,,,,,1676.0701602739728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141108,30.67945205479452,1676.0516534246576,,0,70.0,2,1.79,,,,,,,,1676.0516534246576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141109,30.682191780821917,1676.0331465753425,,0,70.0,2,1.79,,,,,,,,1676.0331465753425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141110,30.684931506849317,1676.0146397260276,,0,70.0,2,1.79,,,,,,,,1676.0146397260276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141111,30.687671232876713,1675.9961328767124,,0,70.0,2,1.79,,,,,,,,1675.9961328767124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20141112,30.69041095890411,1675.9776260273973,,0,70.0,2,1.79,,,,,,,,1675.9776260273973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
