DATE,age,bmr,body_fat,gender,goal_body_weight,goal_body_weight_intent,height,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_total_calories,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_clinical_deep,n_count,n_deep,n_duration,n_light,n_quality,n_rem,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_clinical_deep,s_count,s_deep,s_duration,s_light,s_quality,s_rem,weight
20150504,31.16393442622951,1672.7759410958904,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150505,31.166666666666668,1672.7574342465755,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150506,31.169398907103826,1672.7389273972603,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150507,31.172131147540984,1672.7204205479452,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150508,31.174863387978142,1672.7019136986303,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150509,31.1775956284153,1672.6834068493151,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150510,31.18032786885246,1672.6649,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150511,31.183060109289617,1672.646393150685,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150512,31.185792349726775,1672.62788630137,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150513,31.188524590163933,1672.6093794520548,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150514,31.19125683060109,1672.5908726027399,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150515,31.193989071038253,1672.5723657534247,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150516,31.19672131147541,1672.5538589041096,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150517,31.19945355191257,1672.5353520547947,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150518,31.202185792349727,1672.5168452054795,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150519,31.204918032786885,1672.4983383561644,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150520,31.207650273224044,1672.4798315068495,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150521,31.2103825136612,1672.4613246575343,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150522,31.21311475409836,1672.4428178082192,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150523,31.215846994535518,1672.4243109589042,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150524,31.218579234972676,1672.405804109589,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150525,31.221311475409838,1672.387297260274,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150526,31.224043715846996,1672.368790410959,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150527,31.226775956284154,1672.350283561644,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150528,31.229508196721312,1672.331776712329,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150529,31.23224043715847,1672.3132698630138,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150530,31.23497267759563,1672.2947630136987,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150531,31.237704918032787,1672.2762561643835,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150601,31.240437158469945,1672.2577493150686,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150602,31.243169398907103,1672.2392424657535,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150603,31.24590163934426,1672.2207356164383,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150604,31.24863387978142,1672.2022287671234,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150605,31.25136612021858,1672.1837219178083,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150606,31.25409836065574,1672.1652150684931,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150607,31.256830601092897,1672.1467082191782,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150608,31.259562841530055,1672.128201369863,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150609,31.262295081967213,1672.1096945205481,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150610,31.26502732240437,1672.091187671233,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150611,31.26775956284153,1672.0726808219179,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150612,31.270491803278688,1672.0541739726027,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150613,31.273224043715846,1672.0356671232878,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150614,31.275956284153004,1672.0171602739726,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150615,31.278688524590162,1671.9986534246577,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150616,31.281420765027324,1671.9801465753426,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150617,31.284153005464482,1671.9616397260274,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150618,31.28688524590164,1671.9431328767123,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150619,31.2896174863388,1671.9246260273974,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150620,31.292349726775956,1671.9061191780822,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150621,31.295081967213115,1671.887612328767,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150622,31.297814207650273,1671.8691054794522,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150623,31.30054644808743,1671.850598630137,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150624,31.30327868852459,1671.8320917808219,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150625,31.306010928961747,1671.813584931507,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150626,31.30874316939891,1671.7950780821918,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150627,31.311475409836067,1671.776571232877,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150628,31.314207650273225,1671.7580643835618,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150629,31.316939890710383,1671.7395575342466,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150630,31.31967213114754,1671.7210506849315,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150701,31.3224043715847,1671.7025438356166,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150702,31.325136612021858,1671.6840369863014,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150703,31.327868852459016,1671.6655301369865,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150704,31.330601092896174,1671.6470232876713,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150705,31.333333333333332,1671.6285164383562,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150706,31.33606557377049,1671.610009589041,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150707,31.338797814207652,1671.5915027397261,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150708,31.34153005464481,1671.572995890411,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150709,31.34426229508197,1671.554489041096,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150710,31.346994535519126,1671.535982191781,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150711,31.349726775956285,1671.5174753424658,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150712,31.352459016393443,1671.4989684931506,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150713,31.3551912568306,1671.4804616438357,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150714,31.35792349726776,1671.4619547945206,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150715,31.360655737704917,1671.4434479452057,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150716,31.363387978142075,1671.4249410958905,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150717,31.366120218579233,1671.4064342465754,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150718,31.368852459016395,1671.3879273972602,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150719,31.371584699453553,1671.3694205479453,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150720,31.37431693989071,1671.3509136986302,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150721,31.37704918032787,1671.3324068493152,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150722,31.379781420765028,1671.3139,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150723,31.382513661202186,1671.295393150685,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150724,31.385245901639344,1671.2768863013698,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150725,31.387978142076502,1671.258379452055,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150726,31.39071038251366,1671.2398726027398,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150727,31.39344262295082,1671.2213657534248,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150728,31.396174863387976,1671.2028589041097,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150729,31.398907103825138,1671.1843520547945,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150730,31.401639344262296,1671.1658452054796,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150731,31.404371584699454,1671.1473383561645,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150801,31.407103825136613,1671.1288315068493,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150802,31.40983606557377,1671.1103246575344,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150803,31.41256830601093,1671.0918178082193,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150804,31.415300546448087,1671.0733109589041,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150805,31.418032786885245,1671.054804109589,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150806,31.420765027322403,1671.036297260274,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150807,31.42349726775956,1671.017790410959,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150808,31.42622950819672,1670.999283561644,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150809,31.42896174863388,1670.9807767123289,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150810,31.43169398907104,1670.9622698630137,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150811,31.434426229508198,1670.9437630136988,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150812,31.437158469945356,1670.9252561643837,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150813,31.439890710382514,1670.9067493150685,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150814,31.442622950819672,1670.8882424657536,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150815,31.44535519125683,1670.8697356164384,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150816,31.44808743169399,1670.8512287671233,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150817,31.450819672131146,1670.8327219178084,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150818,31.453551912568305,1670.8142150684932,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150819,31.456284153005463,1670.795708219178,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150820,31.459016393442624,1670.7772013698632,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150821,31.461748633879782,1670.758694520548,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150822,31.46448087431694,1670.740187671233,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150823,31.4672131147541,1670.721680821918,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150824,31.469945355191257,1670.7031739726028,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150825,31.472677595628415,1670.6846671232877,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150826,31.475409836065573,1670.6661602739728,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150827,31.47814207650273,1670.6476534246576,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150828,31.48087431693989,1670.6291465753425,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150829,31.483606557377048,1670.6106397260276,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150830,31.48633879781421,1670.5921328767124,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150831,31.489071038251367,1670.5736260273973,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150901,31.491803278688526,1670.5551191780824,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150902,31.494535519125684,1670.5366123287672,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150903,31.497267759562842,1670.518105479452,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150904,31.5,1670.4995986301371,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150905,31.502732240437158,1670.481091780822,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150906,31.505464480874316,1670.4625849315069,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150907,31.508196721311474,1670.444078082192,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150908,31.510928961748633,1670.4255712328768,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150909,31.51366120218579,1670.4070643835616,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150910,31.516393442622952,1670.3885575342467,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150911,31.51912568306011,1670.3700506849316,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150912,31.52185792349727,1670.3515438356164,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150913,31.524590163934427,1670.3330369863015,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150914,31.527322404371585,1670.3145301369864,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150915,31.530054644808743,1670.2960232876712,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150916,31.5327868852459,1670.2775164383563,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150917,31.53551912568306,1670.2590095890412,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150918,31.538251366120218,1670.240502739726,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150919,31.540983606557376,1670.221995890411,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150920,31.543715846994537,1670.203489041096,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150921,31.546448087431695,1670.1849821917808,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150922,31.549180327868854,1670.166475342466,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150923,31.55191256830601,1670.1479684931508,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150924,31.55464480874317,1670.1294616438356,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150925,31.557377049180328,1670.1109547945207,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150926,31.560109289617486,1670.0924479452055,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150927,31.562841530054644,1670.0739410958904,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150928,31.565573770491802,1670.0554342465755,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150929,31.56830601092896,1670.0369273972603,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20150930,31.57103825136612,1670.0184205479452,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151001,31.57377049180328,1669.9999136986303,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151002,31.57650273224044,1669.9814068493151,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151003,31.579234972677597,1669.9629,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151004,31.581967213114755,1669.944393150685,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151005,31.584699453551913,1669.92588630137,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151006,31.58743169398907,1669.9073794520548,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151007,31.59016393442623,1669.8888726027399,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151008,31.592896174863387,1669.8703657534247,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151009,31.595628415300546,1669.8518589041096,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151010,31.598360655737704,1669.8333520547947,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151011,31.601092896174862,1669.8148452054795,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151012,31.603825136612024,1669.7963383561644,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151013,31.60655737704918,1669.7778315068495,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151014,31.60928961748634,1669.7593246575343,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151015,31.612021857923498,1669.7408178082192,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151016,31.614754098360656,1669.7223109589042,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151017,31.617486338797814,1669.703804109589,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151018,31.620218579234972,1669.685297260274,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151019,31.62295081967213,1669.666790410959,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151020,31.62568306010929,1669.648283561644,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151021,31.628415300546447,1669.6297767123287,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151022,31.631147540983605,1669.6112698630138,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151023,31.633879781420767,1669.5927630136987,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151024,31.636612021857925,1669.5742561643838,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151025,31.639344262295083,1669.5557493150686,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151026,31.64207650273224,1669.5372424657535,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151027,31.6448087431694,1669.5187356164383,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151028,31.647540983606557,1669.5002287671234,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151029,31.650273224043715,1669.4817219178083,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151030,31.653005464480874,1669.4632150684931,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151031,31.65573770491803,1669.4447082191782,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151101,31.65846994535519,1669.426201369863,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151102,31.661202185792348,1669.407694520548,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151103,31.66393442622951,1669.389187671233,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
