DATE,age,bmr,body_fat,gender,goal_body_weight,goal_body_weight_intent,height,m_active_time,m_calories,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps,m_total_calories,m_workout_count,m_workout_time,n_asleep_time,n_awake,n_awake_time,n_awakenings,n_bedtime,n_clinical_deep,n_count,n_deep,n_duration,n_light,n_quality,n_rem,s_asleep_time,s_awake,s_awake_time,s_awakenings,s_bedtime,s_clinical_deep,s_count,s_deep,s_duration,s_light,s_quality,s_rem,weight
20151104,31.666666666666668,1669.3706808219179,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151105,31.669398907103826,1669.352173972603,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151106,31.672131147540984,1669.3336671232878,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151107,31.674863387978142,1669.3151602739727,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151108,31.6775956284153,1669.2966534246575,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151109,31.68032786885246,1669.2781465753426,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151110,31.683060109289617,1669.2596397260274,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151111,31.685792349726775,1669.2411328767125,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151112,31.688524590163933,1669.2226260273974,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151113,31.69125683060109,1669.2041191780822,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151114,31.693989071038253,1669.185612328767,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151115,31.69672131147541,1669.1671054794522,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151116,31.69945355191257,1669.148598630137,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151117,31.702185792349727,1669.130091780822,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151118,31.704918032786885,1669.111584931507,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151119,31.707650273224044,1669.0930780821918,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151120,31.7103825136612,1669.0745712328767,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151121,31.71311475409836,1669.0560643835618,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151122,31.715846994535518,1669.0375575342466,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151123,31.718579234972676,1669.0190506849317,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151124,31.721311475409838,1669.0005438356166,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151125,31.724043715846996,1668.9820369863014,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151126,31.726775956284154,1668.9635301369863,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151127,31.729508196721312,1668.9450232876713,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151128,31.73224043715847,1668.9265164383562,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151129,31.73497267759563,1668.9080095890413,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151130,31.737704918032787,1668.8895027397261,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151201,31.740437158469945,1668.870995890411,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151202,31.743169398907103,1668.8524890410959,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151203,31.74590163934426,1668.833982191781,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151204,31.74863387978142,1668.8154753424658,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151205,31.75136612021858,1668.7969684931509,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151206,31.75409836065574,1668.7784616438357,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151207,31.756830601092897,1668.7599547945206,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151208,31.759562841530055,1668.7414479452054,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151209,31.762295081967213,1668.7229410958905,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151210,31.76502732240437,1668.7044342465754,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151211,31.76775956284153,1668.6859273972605,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151212,31.770491803278688,1668.6674205479453,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151213,31.773224043715846,1668.6489136986302,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151214,31.775956284153004,1668.630406849315,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151215,31.778688524590162,1668.6119,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151216,31.781420765027324,1668.593393150685,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151217,31.784153005464482,1668.57488630137,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151218,31.78688524590164,1668.556379452055,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151219,31.7896174863388,1668.5378726027398,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151220,31.792349726775956,1668.5193657534246,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151221,31.795081967213115,1668.5008589041097,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151222,31.797814207650273,1668.4823520547945,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151223,31.80054644808743,1668.4638452054796,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151224,31.80327868852459,1668.4453383561645,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151225,31.806010928961747,1668.4268315068493,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151226,31.80874316939891,1668.4083246575344,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151227,31.811475409836067,1668.3898178082193,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151228,31.814207650273225,1668.3713109589041,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151229,31.816939890710383,1668.3528041095892,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151230,31.81967213114754,1668.334297260274,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
20151231,31.8224043715847,1668.315790410959,,0,70.0,2,1.79,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
